veh_value,exposure,clm,numclaims,veh_body,veh_age,gender,area,agecat,claimsize
11.900001,.99931562,0,0,STNWG,4,M,A,3,0
44.699997,.86516082,0,0,STNWG,1,F,E,4,0
19.400002,.8405202,0,0,HBACK,3,M,C,2,0
17.6,.48459959,0,0,SEDAN,2,F,C,4,0
46.399998,.49828881,1,1,STNWG,3,M,C,5,3537
39.599998,.48459959,0,0,STNWG,1,M,A,6,0
8.3000002,.0219028,0,0,SEDAN,3,F,C,3,0
21.099998,.1916496,0,0,SEDAN,2,M,E,2,0
19.199999,.27926081,0,0,UTE,2,M,E,3,0
23,.38056129,0,0,UTE,3,M,F,1,0
37.200001,.17796031,0,0,UTE,1,F,F,4,0
8.3999996,.44079399,0,0,HBACK,4,F,A,4,0
3.8999999,.48459959,0,0,SEDAN,4,M,C,4,0
14.299999,.2409309,0,0,SEDAN,2,F,B,2,0
25.200001,.48459959,0,0,SEDAN,1,M,C,4,0
17.1,.17796031,0,0,SEDAN,2,M,B,2,0
15.5,.0301164,0,0,STNWG,3,F,C,2,0
35.899998,.46269679,0,0,STNWG,2,M,B,3,0
2.8,.63791919,0,0,HBACK,4,F,D,3,0
9.1999998,.13415471,0,0,HBACK,3,F,C,2,0
15.5,.17796031,0,0,HDTOP,3,F,C,5,0
11.5,.48459959,0,0,HBACK,2,M,B,4,0
14.299999,.53661883,0,0,SEDAN,4,F,B,4,0
44.799999,.17248461,0,0,STNWG,1,M,F,3,0
20.200001,.53661883,0,0,STNWG,3,M,A,3,0
6.1000004,.60506499,0,0,UTE,4,F,D,4,0
14.9,.39151269,0,0,SEDAN,3,F,A,2,0
32.990002,.51471603,0,0,STNWG,1,M,C,1,0
22,.060232699,0,0,STNWG,3,M,F,4,0
8.8000002,.31759071,0,0,COUPE,4,M,C,2,0
11.1,.53661883,0,0,COUPE,4,M,C,5,0
6,.51471603,0,0,SEDAN,4,F,A,5,0
16.299999,.75838459,0,0,UTE,3,M,C,4,0
13.6,.53114313,0,0,STNWG,4,M,A,5,0
29.9,.39425051,1,1,STNWG,3,M,D,2,3677
17,.8843258,0,0,SEDAN,2,F,B,2,0
18,.9555099,0,0,SEDAN,3,F,C,5,0
12.6,.86516082,0,0,HBACK,2,F,B,3,0
7.7999997,.46269679,0,0,SEDAN,4,M,A,4,0
13.6,.53388089,0,0,HBACK,2,F,C,2,0
12,.79945242,0,0,SEDAN,4,F,D,2,0
8.8000002,.17796031,0,0,HBACK,3,F,C,2,0
15.700001,.86516082,0,0,HBACK,2,M,A,3,0
14.5,.48459959,0,0,HBACK,2,F,C,5,0
21.099998,.58042443,0,0,HBACK,2,F,C,3,0
7.2000003,.48459959,0,0,HBACK,3,F,C,1,0
19.700001,.46269679,0,0,SEDAN,2,M,C,4,0
18.9,.13415471,0,0,STNWG,3,F,D,1,0
14.700001,.53661883,0,0,SEDAN,2,F,B,2,0
27.5,.098562598,0,0,STNWG,3,F,F,2,0
51.399998,.47364819,0,0,SEDAN,1,M,C,4,0
7.3000002,.043805599,0,0,HBACK,4,F,C,5,0
13.5,.48459959,0,0,SEDAN,3,F,C,3,0
10.299999,.53661883,0,0,HBACK,2,F,A,2,0
8,.91991788,0,0,HBACK,3,F,A,3,0
7.3000002,.73648179,0,0,MIBUS,4,M,F,4,0
17.99,.99931562,0,0,SEDAN,1,M,C,4,0
21.099998,.86516082,0,0,SEDAN,2,F,A,4,0
22.9,.13415471,0,0,SEDAN,2,M,A,2,0
17.6,.29021221,0,0,HBACK,1,M,C,3,0
9.3000002,.53661883,0,0,TRUCK,4,F,D,2,0
15.49,.99931562,1,1,HBACK,1,F,B,4,20899
15.1,.0164271,0,0,STNWG,4,F,B,3,0
24.200001,.9555099,0,0,HDTOP,3,M,F,2,0
56,.9555099,0,0,STNWG,2,F,B,6,0
9.8999996,.26283371,0,0,HBACK,2,F,B,3,0
7.4000001,.46269679,0,0,STNWG,4,F,C,1,0
19.9,.60506499,0,0,SEDAN,2,M,C,1,0
13.6,.51471603,0,0,TRUCK,2,M,C,2,0
32.700001,.31759071,0,0,STNWG,3,F,F,2,0
17,.17796031,0,0,SEDAN,4,F,C,6,0
7.3000002,.076659799,0,0,HBACK,4,F,C,4,0
16.5,.25462011,0,0,SEDAN,2,F,B,3,0
6.9000001,.2409309,0,0,UTE,4,F,C,4,0
10.599999,.53114313,0,0,STNWG,4,M,B,3,0
6.9000001,.17796031,0,0,STNWG,4,M,A,4,0
4,.098562598,0,0,SEDAN,4,M,A,4,0
15,.48459959,0,0,HBACK,1,M,A,6,0
13.9,.079397701,0,0,STNWG,3,M,A,3,0
12.200001,.0273785,0,0,SEDAN,3,M,D,3,0
15.2,.862423,0,0,HBACK,2,M,A,2,0
36.099998,.13415471,0,0,STNWG,2,M,C,5,0
6.8000002,.27378511,1,1,STNWG,4,F,A,4,2000
11.2,.1067762,1,1,HBACK,3,F,F,3,2000
10.700001,.60506499,0,0,SEDAN,4,F,A,3,0
11.5,.1122519,0,0,SEDAN,3,M,C,2,0
14.299999,.53661883,0,0,STNWG,3,M,C,3,0
4.0999999,.17796031,0,0,SEDAN,4,F,A,4,0
13,.53661883,0,0,HBACK,2,F,C,1,0
6.5,.75838459,0,0,HBACK,4,M,C,4,0
12.200001,.34496921,0,0,HBACK,3,F,E,2,0
15,.17796031,0,0,HBACK,1,F,E,5,0
16.6,.17796031,0,0,UTE,4,M,F,3,0
17.799999,.9555099,0,0,SEDAN,2,F,A,1,0
15.299999,.9555099,0,0,HBACK,3,M,B,4,0
14.6,.0273785,0,0,UTE,4,M,B,6,0
17.799999,.86516082,1,1,HBACK,2,F,C,6,3851
22.799999,.76112252,1,1,HBACK,2,F,C,4,3318
14.299999,.82135522,1,1,HBACK,2,F,B,1,3691
36.5,.043805599,0,0,STNWG,3,M,C,4,0
8.5,.60506499,0,0,HBACK,4,F,C,2,0
17.299999,.86516082,0,0,STNWG,4,M,D,2,0
34.299999,.46543461,0,0,STNWG,3,M,E,1,0
13.099999,.019165,0,0,HBACK,1,F,C,5,0
17.9,.53661883,0,0,SEDAN,2,M,A,6,0
7.0999999,.86516082,0,0,STNWG,4,F,C,3,0
12.4,.862423,1,1,SEDAN,3,F,D,4,3995
12.200001,.16153321,0,0,STNWG,4,F,C,4,0
7.5999999,.53661883,0,0,HBACK,3,F,E,4,0
33.800003,.1259411,1,1,HDTOP,2,M,C,1,3691
25.799999,.43531829,0,0,SEDAN,1,M,D,4,0
16.1,.46269679,0,0,SEDAN,2,M,C,2,0
27.4,.13415471,0,0,UTE,3,M,F,1,0
29.799999,.1752225,0,0,STNWG,2,M,C,5,0
12.200001,.41889119,0,0,SEDAN,3,F,A,3,0
20.5,.1368925,0,0,SEDAN,2,F,C,3,0
19.1,.51471603,0,0,STNWG,4,M,F,2,0
11.1,.81587952,0,0,STNWG,4,F,A,2,0
17.1,.51471603,0,0,HBACK,2,M,C,3,0
27.700001,.82135522,0,0,HBACK,1,M,C,3,0
10.700001,.26283371,0,0,SEDAN,3,F,B,3,0
19.400002,.1478439,0,0,SEDAN,3,M,B,2,0
29.200001,.1587953,0,0,STNWG,3,M,D,3,0
11.2,.1806982,0,0,SEDAN,3,M,A,2,0
13.7,.48459959,0,0,HBACK,1,F,B,4,0
12.7,.17796031,0,0,HBACK,1,F,D,3,0
26.700001,.17796031,0,0,STNWG,2,M,F,2,0
23.699999,.42162901,0,0,HDTOP,2,M,A,2,0
12.9,.2409309,0,0,COUPE,4,M,C,3,0
11.2,.2409309,0,0,HBACK,3,F,B,2,0
13,.2409309,0,0,SEDAN,2,F,B,2,0
23.199999,.1177276,0,0,SEDAN,2,F,C,2,0
17.9,.48186171,0,0,STNWG,4,F,B,2,0
13.7,.99931562,0,0,HBACK,1,F,D,2,0
7.0999999,.48459959,0,0,SEDAN,4,M,A,2,0
16.299999,.60506499,0,0,SEDAN,2,M,E,1,0
14.9,.1533196,0,0,SEDAN,4,F,D,5,0
8.1000004,.45995891,0,0,SEDAN,3,F,A,2,0
18.099998,.0246407,0,0,SEDAN,1,F,C,2,0
15.5,.0136893,0,0,STNWG,2,M,E,6,0
8,.75564682,0,0,HBACK,4,F,D,3,0
13.7,.48186171,0,0,HBACK,1,F,B,5,0
23.900002,.1587953,0,0,STNWG,2,F,C,3,0
14,.17796031,0,0,UTE,3,M,D,6,0
20,.48459959,0,0,HBACK,2,F,B,3,0
23.699999,.48186171,0,0,STNWG,4,F,E,2,0
4.0999999,.1587953,0,0,HBACK,4,F,B,2,0
16.200001,.17796031,0,0,SEDAN,2,F,B,3,0
15.299999,.17796031,0,0,SEDAN,2,F,D,2,0
14.2,.48459959,0,0,HBACK,1,M,A,2,0
22.9,.34770709,1,1,SEDAN,1,F,D,4,7553
12.6,.23819301,0,0,SEDAN,3,F,A,5,0
34.900002,.23819301,0,0,HDTOP,2,M,E,5,0
5.7999997,.43258041,0,0,SEDAN,4,F,B,4,0
3.8999999,.43258041,0,0,SEDAN,4,F,A,3,0
16.699999,.0273785,0,0,SEDAN,2,F,F,2,0
9.5999994,.48459959,0,0,SEDAN,4,F,D,2,0
4.6999998,.48186171,1,1,SEDAN,4,M,A,1,2000
26.09,.1861739,0,0,SEDAN,1,M,A,5,0
15,.48459959,0,0,HBACK,1,M,C,4,0
18.4,.60506499,0,0,SEDAN,2,F,C,4,0
75.800003,.50102669,0,0,STNWG,1,F,B,3,0
8.5,.46543461,0,0,HBACK,3,F,A,1,0
26.099998,.48459959,0,0,STNWG,4,F,C,2,0
5.5,.43258041,0,0,COUPE,4,M,C,4,0
13.3,.82135522,0,0,HBACK,2,F,A,2,0
52.5,.109514,0,0,STNWG,2,M,C,5,0
19.5,.17796031,0,0,PANVN,2,M,D,2,0
24.6,.1587953,0,0,SEDAN,1,M,C,3,0
15.5,.99931562,0,0,UTE,3,M,C,3,0
16.5,.82135522,0,0,SEDAN,2,F,B,4,0
21.400002,.63791919,0,0,SEDAN,2,F,C,3,0
12.7,.39425051,0,0,SEDAN,4,F,B,5,0
15.8,.17248461,0,0,SEDAN,2,M,B,2,0
23.599998,.041067801,0,0,STNWG,4,M,A,1,0
19.799999,.48459959,0,0,STNWG,1,M,C,4,0
10,.39698839,0,0,HBACK,3,F,A,1,0
9,.53388089,0,0,SEDAN,4,M,B,4,0
11.1,.23819301,0,0,STNWG,3,F,A,5,0
11.5,.1587953,0,0,SEDAN,3,M,D,5,0
8.8999996,.1587953,0,0,STNWG,4,F,C,3,0
23,.82135522,0,0,UTE,3,F,C,2,0
18.4,.57494873,0,0,SEDAN,2,F,C,5,0
26.099998,.8405202,0,0,STNWG,3,M,F,2,0
27.200001,.42436689,0,0,STNWG,2,M,F,2,0
20.799999,.1697467,0,0,STNWG,2,M,B,3,0
13.6,.1587953,0,0,HBACK,2,M,A,3,0
15.900001,.1587953,0,0,SEDAN,1,F,D,4,0
18.700001,.862423,0,0,STNWG,3,M,B,3,0
13.7,.1587953,0,0,SEDAN,3,M,C,1,0
47,.26283371,0,0,STNWG,2,F,D,4,0
31.300001,.17796031,0,0,STNWG,1,M,B,5,0
18.700001,.1587953,0,0,STNWG,2,F,B,2,0
13.3,.8405202,0,0,HBACK,2,F,B,1,0
17.200001,.60506499,0,0,SEDAN,2,M,C,1,0
13.3,.60506499,1,1,SEDAN,3,F,C,5,7971
14.5,.26830941,0,0,SEDAN,2,F,C,1,0
8.6999998,.60506499,0,0,HBACK,3,F,C,1,0
19.9,.60506499,0,0,HBACK,2,F,C,6,0
11.900001,.019165,0,0,HBACK,2,F,A,5,0
43.299999,.26283371,0,0,STNWG,1,F,F,3,0
31.5,.17796031,0,0,PANVN,1,F,A,3,0
8.3999996,.17796031,0,0,HBACK,3,M,A,1,0
2.8999999,.82135522,0,0,HBACK,4,F,A,2,0
12.799999,.48186171,1,1,HBACK,2,F,E,3,13927
22.799999,.39425051,0,0,HBACK,2,M,A,3,0
16.4,.30116361,0,0,HDTOP,3,F,B,4,0
12.1,.17796031,0,0,TRUCK,3,F,C,3,0
17.799999,.19438741,0,0,HBACK,2,M,A,2,0
22.299999,.8405202,0,0,HBACK,1,M,C,4,0
40.5,.2600958,0,0,STNWG,2,F,B,4,0
10.599999,.56673509,0,0,SEDAN,3,F,A,6,0
2.2,.56399733,0,0,HBACK,4,F,A,5,0
15,.109514,0,0,SEDAN,3,M,B,6,0
11.900001,.56673509,0,0,SEDAN,3,F,D,6,0
10.2,.56673509,0,0,HBACK,2,F,C,6,0
19.199999,.56399733,0,0,STNWG,4,M,D,5,0
19.799999,.56399733,0,0,SEDAN,1,M,C,6,0
18.700001,.43805611,0,0,SEDAN,3,F,C,4,0
15.1,.56399733,0,0,SEDAN,2,M,E,6,0
25.299999,.56399733,1,1,SEDAN,1,M,C,6,2000
10.2,.56125939,0,0,HBACK,4,F,C,4,0
10.5,.56399733,0,0,HBACK,3,M,A,4,0
15.900001,.56125939,0,0,HDTOP,3,M,D,5,0
35.299999,.43805611,0,0,STNWG,2,M,A,3,0
31.099998,.43258041,0,0,STNWG,3,M,B,5,0
22.200001,.56399733,0,0,HBACK,1,M,C,6,0
8.8999996,.23819301,0,0,HBACK,3,M,C,2,0
19.299999,.56399733,0,0,STNWG,4,F,C,3,0
13.9,.0082136001,0,0,HBACK,1,F,A,5,0
52.360001,.99931562,0,0,STNWG,1,F,A,4,0
26,.43805611,0,0,HDTOP,1,M,A,5,0
4.5,.56399733,0,0,SEDAN,4,F,C,5,0
4.0999999,.56399733,0,0,SEDAN,4,F,C,3,0
19.199999,.56673509,0,0,STNWG,4,M,C,5,0
4.4000001,.56125939,1,1,SEDAN,4,F,A,5,2000
14.8,.56125939,0,0,SEDAN,2,F,C,3,0
15.5,.82135522,0,0,HBACK,2,F,E,5,0
19.799999,.0027379,0,0,SEDAN,2,F,C,3,0
30.699999,.56399733,0,0,SEDAN,2,M,C,5,0
3.8,.56399733,0,0,HBACK,4,F,E,6,0
7.0999999,.26283371,0,0,SEDAN,4,F,C,4,0
14.5,.56673509,0,0,SEDAN,2,F,C,5,0
8.5,.17796031,0,0,SEDAN,3,M,D,4,0
8.6999998,.48186171,0,0,COUPE,4,F,C,3,0
14.5,.99931562,0,0,TRUCK,4,M,B,5,0
8.1999998,.99931562,0,0,HBACK,4,F,C,6,0
11.1,.1587953,0,0,SEDAN,3,F,A,4,0
29.5,.43258041,0,0,STNWG,2,M,A,3,0
21.800001,.35318279,0,0,SEDAN,2,F,C,5,0
16,.18343601,0,0,UTE,3,F,D,3,0
23.800001,.56673509,0,0,STNWG,2,M,B,4,0
11.5,.56673509,0,0,SEDAN,3,F,A,4,0
10.700001,.56125939,0,0,SEDAN,4,M,C,5,0
11.5,.56125939,0,0,HDTOP,4,F,B,6,0
7.5,.56673509,0,0,SEDAN,4,F,B,4,0
19.700001,.56399733,0,0,SEDAN,2,F,C,4,0
7,.56399733,0,0,HBACK,4,F,B,6,0
13.5,.43805611,0,0,SEDAN,3,M,B,5,0
37.099998,.73648179,1,1,STNWG,3,F,C,3,3925
24,.56399733,0,0,MIBUS,3,F,C,4,0
21.6,.56673509,0,0,UTE,3,F,E,3,0
5.8999996,.43805611,0,0,SEDAN,4,M,B,6,0
32.599998,.43531829,0,0,UTE,2,M,D,4,0
9.5,.56673509,0,0,SEDAN,4,M,C,3,0
7.3000002,.56125939,0,0,SEDAN,4,F,C,6,0
56.329998,.54483229,0,0,STNWG,1,M,C,1,0
15.8,.43531829,0,0,HBACK,2,M,C,3,0
3,.56399733,0,0,SEDAN,4,F,C,4,0
37.59,.48733741,0,0,STNWG,1,M,D,5,0
10.700001,.073922001,1,1,STNWG,4,M,E,5,4510
11.599999,.56399733,0,0,STNWG,4,M,D,3,0
7.0999999,.56399733,0,0,SEDAN,4,M,B,3,0
3.7,.56399733,0,0,HBACK,4,M,B,5,0
15.1,.56673509,0,0,SEDAN,2,F,C,5,0
17.99,.43531829,0,0,SEDAN,1,F,A,3,0
16.799999,.21629021,0,0,HBACK,1,M,B,3,0
8,.60506499,0,0,STNWG,4,F,C,3,0
3.4000001,.60506499,0,0,STNWG,4,M,A,4,0
39.799999,.1533196,0,0,STNWG,2,F,C,5,0
7.9000001,.43258041,0,0,HBACK,3,F,A,6,0
22.299999,.1587953,0,0,STNWG,2,F,B,3,0
7.5999999,.56399733,0,0,HBACK,3,F,E,2,0
27.5,.43531829,0,0,SEDAN,1,F,D,4,0
10.700001,.56399733,0,0,SEDAN,3,F,A,4,0
18.300001,.1587953,0,0,HBACK,1,M,A,1,0
18.700001,.56125939,0,0,HBACK,3,M,C,4,0
22.700001,.43531829,0,0,SEDAN,2,F,C,5,0
13.6,.1368925,0,0,HBACK,2,M,D,3,0
42.299999,.56673509,0,0,STNWG,2,F,D,3,0
26.6,.56673509,0,0,SEDAN,1,F,B,3,0
11.5,.56673509,0,0,SEDAN,3,M,C,3,0
15.2,.56399733,0,0,SEDAN,3,M,A,5,0
7.0999999,.2765229,0,0,HBACK,4,F,A,4,0
9.1000004,.56399733,0,0,HBACK,3,M,C,4,0
36.300003,.041067801,0,0,UTE,1,M,C,5,0
8.1999998,.56125939,0,0,SEDAN,3,M,B,4,0
14.8,.56125939,0,0,UTE,4,M,B,5,0
28.299999,.43258041,0,0,STNWG,1,M,E,5,0
7.3000002,.43805611,0,0,HBACK,4,F,C,6,0
13.099999,.56125939,0,0,SEDAN,3,M,B,6,0
7.3000002,.43258041,0,0,HBACK,4,M,C,6,0
13.7,.43258041,0,0,SEDAN,3,M,C,6,0
13.200001,.43258041,0,0,SEDAN,4,M,C,4,0
7.2000003,.56673509,0,0,HBACK,3,M,C,3,0
10.599999,.56673509,0,0,SEDAN,3,F,B,5,0
25.4,.56673509,0,0,STNWG,3,M,A,6,0
7,.56673509,0,0,SEDAN,4,F,A,4,0
15.900001,.1478439,0,0,HBACK,1,F,D,4,0
7.0999999,.38603699,1,1,SEDAN,4,M,C,4,19759
10.599999,.56399733,0,0,SEDAN,3,F,D,5,0
9.5999994,.43531829,0,0,UTE,4,M,B,6,0
5.7999997,.43531829,0,0,COUPE,4,F,A,1,0
4.3000002,.56125939,0,0,HBACK,4,F,B,5,0
7.3000002,.43805611,0,0,HBACK,4,M,A,3,0
13.3,.56125939,0,0,SEDAN,3,F,C,6,0
15.599999,.99931562,0,0,SEDAN,1,F,E,6,0
14.9,.56125939,0,0,HDTOP,4,M,E,1,0
3.8999999,.56399733,0,0,SEDAN,4,F,D,6,0
13,.56125939,0,0,STNWG,3,F,B,3,0
13.49,.8405202,1,2,HBACK,1,M,C,5,8861
7.0999999,.56673509,0,0,SEDAN,4,M,A,6,0
11.599999,.56673509,0,0,STNWG,4,M,C,2,0
28.4,.56673509,0,0,STNWG,3,F,F,4,0
14.8,.56673509,0,0,STNWG,4,F,E,4,0
16.5,.56673509,0,0,SEDAN,1,F,E,2,0
11.599999,.56673509,0,0,SEDAN,3,M,A,3,0
10.1,.43531829,0,0,STNWG,4,F,C,5,0
8,.60506499,0,0,UTE,4,M,E,3,0
13.9,.56399733,1,1,COUPE,3,F,A,3,18569
11.900001,.56399733,0,0,SEDAN,3,F,A,4,0
26.099998,.1587953,0,0,UTE,2,M,F,4,0
17.4,.56125939,0,0,STNWG,2,F,B,3,0
14.400001,.60506499,0,0,UTE,2,F,C,6,0
13,.59685153,0,0,HBACK,2,F,B,2,0
13.099999,.56673509,0,0,STNWG,4,F,C,4,0
15.8,.39425051,0,0,SEDAN,3,M,D,2,0
24.700001,.56673509,0,0,STNWG,2,F,D,4,0
7.9000001,.56673509,0,0,SEDAN,3,F,C,4,0
12.3,.56673509,0,0,SEDAN,3,F,C,6,0
29.6,.43258041,0,0,HDTOP,2,F,A,4,0
15.4,.1861739,0,0,TRUCK,4,M,A,5,0
6.6000004,.038329899,0,0,HBACK,4,F,D,5,0
5.0999999,.56673509,0,0,HBACK,4,M,C,4,0
17.4,.53935659,0,0,HDTOP,3,F,B,4,0
15.8,.56673509,0,0,HBACK,3,F,B,5,0
13.8,.56399733,0,0,UTE,3,M,A,2,0
11,.56399733,0,0,STNWG,4,F,E,6,0
23.699999,.56125939,1,1,HDTOP,2,F,C,2,2000
12.1,.56673509,0,0,SEDAN,3,F,B,5,0
37.400002,.56673509,0,0,UTE,1,M,A,4,0
30,.43258041,0,0,STNWG,3,M,E,4,0
12.3,.46269679,0,0,SEDAN,4,F,E,6,0
14.299999,.56125939,0,0,STNWG,4,F,C,5,0
12.3,.18891171,0,0,HBACK,3,F,C,1,0
10.2,.56125939,0,0,HBACK,2,F,B,4,0
9.8000002,.1587953,0,0,STNWG,4,F,C,2,0
9.8000002,.56125939,0,0,UTE,4,M,E,3,0
8.6999998,.0027379,0,0,HBACK,3,F,B,2,0
14.2,.56125939,0,0,UTE,4,M,E,4,0
55.400002,.56125939,0,0,SEDAN,2,M,D,2,0
11.2,.56125939,0,0,COUPE,3,F,B,5,0
17.4,.56125939,0,0,SEDAN,4,F,A,6,0
7.9000001,.56673509,0,0,SEDAN,3,M,B,3,0
12.5,.43258041,0,0,STNWG,4,F,F,3,0
9.7000008,.56399733,0,0,SEDAN,3,F,E,2,0
14.9,.56399733,0,0,SEDAN,3,F,A,5,0
12.9,.43258041,0,0,HBACK,3,M,A,5,0
18.6,.9555099,0,0,SEDAN,2,M,C,5,0
16.299999,.56399733,0,0,SEDAN,3,F,B,6,0
16.299999,.56125939,0,0,HBACK,1,F,C,2,0
17.799999,.56125939,0,0,STNWG,3,M,A,4,0
9.5,.56399733,0,0,SEDAN,4,F,C,5,0
15.599999,.56399733,0,0,SEDAN,2,F,D,3,0
52.700001,.1232033,0,0,STNWG,2,F,C,2,0
12.9,.99931562,0,0,STNWG,4,M,C,4,0
16.1,.1587953,0,0,HBACK,1,M,C,1,0
20.99,.8405202,0,0,HBACK,1,M,A,2,0
10.700001,.56399733,0,0,SEDAN,4,F,B,5,0
12,.15058181,0,0,STNWG,4,M,D,3,0
19.1,.56399733,0,0,HDTOP,4,F,F,3,0
15.4,.55304593,0,0,SEDAN,3,F,E,4,0
33.800003,.67077339,0,0,STNWG,2,F,A,4,0
22.1,.43805611,0,0,SEDAN,1,F,E,5,0
39.200001,.15605751,0,0,UTE,1,M,A,4,0
7.9000001,.56125939,0,0,HBACK,3,F,F,4,0
28.099998,.1587953,0,0,STNWG,3,F,E,2,0
20.599998,.56125939,0,0,SEDAN,2,F,C,3,0
16.4,.43805611,0,0,SEDAN,3,M,B,3,0
9.5999994,.56125939,0,0,SEDAN,3,F,C,4,0
7.3000002,.43805611,0,0,HBACK,4,F,A,2,0
40.200001,.56125939,0,0,SEDAN,1,F,C,5,0
13.9,.43805611,0,0,STNWG,3,F,B,3,0
12,.56673509,0,0,SEDAN,3,F,A,5,0
7.3000002,.43531829,0,0,HBACK,4,F,C,2,0
42.800003,.56125939,0,0,STNWG,2,M,D,3,0
11.4,.56673509,0,0,STNWG,3,M,B,3,0
16.299999,.56399733,0,0,SEDAN,3,M,C,6,0
19.400002,.58863789,0,0,SEDAN,1,M,B,6,0
17.700001,.56673509,0,0,HBACK,2,F,A,5,0
17.6,.48459959,1,1,SEDAN,1,M,C,1,2000
28.699999,.67351133,0,0,STNWG,3,M,B,5,0
17.9,.46269679,0,0,STNWG,4,F,E,6,0
12.1,.99931562,0,0,PANVN,4,M,A,6,0
7.3000002,.15058181,0,0,SEDAN,4,F,D,2,0
15.8,.56673509,0,0,HBACK,3,F,B,2,0
7,.56673509,0,0,STNWG,4,M,C,4,0
16.699999,.50650239,0,0,STNWG,4,F,C,2,0
29.9,.56673509,0,0,STNWG,1,M,A,3,0
31.5,.56399733,0,0,STNWG,3,M,E,4,0
7.6999998,.43531829,0,0,STNWG,4,M,C,3,0
3.8,.56125939,0,0,HBACK,4,M,C,6,0
3.8999999,.99931562,0,0,PANVN,4,M,C,1,0
13,.56399733,0,0,HBACK,1,F,C,3,0
7.4000001,.43531829,0,0,SEDAN,4,F,A,3,0
13.099999,.0958248,0,0,STNWG,4,F,C,4,0
7.4000001,.56125939,0,0,SEDAN,4,M,C,3,0
8.1000004,.45448321,0,0,UTE,4,F,D,2,0
20.200001,.43805611,0,0,STNWG,4,F,D,4,0
15.4,.56125939,0,0,TRUCK,4,M,B,2,0
49.899998,.56125939,0,0,STNWG,1,F,A,3,0
11.3,.56399733,0,0,TRUCK,4,F,D,6,0
19.5,.9555099,1,1,UTE,3,F,D,5,66755
15.4,.43805611,0,0,HBACK,3,F,B,2,0
5.0999999,.1587953,0,0,SEDAN,4,M,C,4,0
8.1999998,.56125939,0,0,HBACK,4,M,B,2,0
23.699999,.0301164,0,0,SEDAN,1,F,E,4,0
17.9,.56125939,0,0,SEDAN,2,M,A,3,0
12.6,.99931562,0,0,HBACK,2,F,B,5,0
38.800003,.43258041,0,0,STNWG,2,F,A,3,0
2.8,.56673509,0,0,HBACK,4,F,C,1,0
15.4,.43531829,0,0,HBACK,3,F,C,4,0
14.400001,.56673509,0,0,UTE,3,F,B,3,0
3.4000001,.56673509,0,0,STNWG,4,F,C,3,0
4.7999997,.56673509,0,0,SEDAN,4,F,E,6,0
22.700001,.43258041,0,0,STNWG,3,F,C,5,0
4.0999999,.56673509,0,0,STNWG,4,M,B,3,0
15.1,.56673509,0,0,SEDAN,2,F,A,4,0
9.5999994,.56673509,0,0,HBACK,3,F,C,4,0
15.1,.19438741,0,0,SEDAN,2,F,E,6,0
6,.56673509,0,0,SEDAN,4,M,C,2,0
8.3999996,.079397701,0,0,STNWG,4,M,C,5,0
20.599998,.56673509,0,0,SEDAN,2,F,A,6,0
15.1,.56673509,0,0,SEDAN,2,M,B,4,0
15,.56399733,0,0,STNWG,4,F,E,4,0
11.4,.43531829,0,0,SEDAN,4,F,D,5,0
8.1000004,.55304593,0,0,HBACK,4,F,E,5,0
17.9,.56399733,0,0,SEDAN,2,F,B,5,0
44.400002,.65708423,0,0,STNWG,1,F,F,2,0
12.799999,.56399733,0,0,HBACK,3,F,B,4,0
4,.56399733,0,0,TRUCK,4,M,C,4,0
12.5,.56125939,0,0,UTE,4,M,E,4,0
13,.38329911,0,0,HBACK,2,M,B,5,0
21.300001,.43805611,0,0,STNWG,3,F,E,4,0
18.6,.8240931,0,0,SEDAN,2,F,C,4,0
10.2,.56399733,0,0,SEDAN,3,F,B,2,0
8.8000002,.56399733,0,0,SEDAN,4,M,A,3,0
15.1,.56399733,0,0,SEDAN,3,F,A,2,0
16.6,.56125939,0,0,SEDAN,2,F,C,5,0
18.6,.56399733,0,0,SEDAN,2,F,E,5,0
16.900002,.56399733,0,0,STNWG,4,F,F,4,0
25.9,.50650239,1,1,SEDAN,3,M,A,5,2000
10.2,.56125939,0,0,HBACK,2,F,A,6,0
18.799999,.56125939,1,1,HBACK,1,M,B,4,7926
17.1,.0301164,1,1,HBACK,2,F,E,6,141986
29.1,.071184099,0,0,STNWG,1,M,B,3,0
35.200001,.56125939,0,0,STNWG,2,F,C,2,0
8.3000002,.56125939,0,0,HBACK,3,F,C,3,0
23,.56125939,0,0,UTE,3,M,E,5,0
17.700001,.56125939,0,0,HBACK,2,F,E,5,0
7.9000001,.1752225,0,0,UTE,4,M,A,5,0
12.799999,.1067762,0,0,SEDAN,3,F,A,3,0
14.5,.9555099,1,1,HBACK,3,M,A,4,15067
16.1,.29295,0,0,HBACK,1,F,D,4,0
35.099998,.8405202,0,0,HDTOP,2,F,E,3,0
14.8,.17248461,0,0,SEDAN,3,F,B,6,0
8.6999998,.58590013,0,0,SEDAN,3,F,B,2,0
20.799999,.8405202,0,0,SEDAN,1,M,C,2,0
10.5,.8350445,0,0,SEDAN,4,F,B,3,0
29.990002,.37508559,0,0,STNWG,1,F,C,2,0
14.6,.57768649,0,0,COUPE,4,M,A,2,0
11.900001,.9555099,0,0,HBACK,3,F,C,4,0
